"filename", "language", "SCSS", "JavaScript", "JSON", "PostCSS", "Vue", "Markdown", "XML", "HTML", "JSON with Comments", "comment", "blank", "total"
"g:\cxj\front\cxj\pages-points\components\sign.vue", "Vue", 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 3, 164
"g:\cxj\front\cxj\pages-points\components\task.vue", "Vue", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 3, 97
"g:\cxj\front\cxj\pages-points\components\user-info.vue", "Vue", 0, 0, 0, 0, 101, 0, 0, 0, 0, 1, 9, 111
"g:\cxj\front\cxj\pages-points\pages\index.vue", "Vue", 0, 0, 0, 0, 222, 0, 0, 0, 0, 29, 24, 275
"g:\cxj\front\cxj\pages.json", "JSON", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 187
"g:\cxj\front\cxj\pages\actDetail\index.scss", "SCSS", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"g:\cxj\front\cxj\pages\actDetail\index.vue", "Vue", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 6, 42
"g:\cxj\front\cxj\pages\community\components\community-avatar.vue", "Vue", 0, 0, 0, 0, 83, 0, 0, 0, 0, 2, 3, 88
"g:\cxj\front\cxj\pages\community\components\community-card.vue", "Vue", 0, 0, 0, 0, 82, 0, 0, 0, 0, 3, 3, 88
"g:\cxj\front\cxj\pages\community\components\community-goods.vue", "Vue", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 3, 68
"g:\cxj\front\cxj\pages\community\components\community-hot-nav.vue", "Vue", 0, 0, 0, 0, 81, 0, 0, 0, 0, 7, 3, 91
"g:\cxj\front\cxj\pages\community\components\community-tag.vue", "Vue", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 4, 43
"g:\cxj\front\cxj\pages\community\components\post-card-simple.vue", "Vue", 0, 0, 0, 0, 98, 0, 0, 0, 0, 2, 3, 103
